"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53"
"1811"," 3.765395e+01","-1.224030e+02","CA","366","1163","364","365","4240","2828","4241","3313","5023","1321","2337","5743","1813","4242","2827","1812","5078","754","128","1164","4243","2935","1436","1322","5742","4919","1462","4744","3142","1323","5301","272","2270","2271","130","3154","2912","2182","2181","3155","3282","273","3046","2180","4609","4181","4857","1889","739","3227"
"1812"," 3.765387e+01","-1.224030e+02","CA","1813","4240","2827","366","2828","364","2337","2935","1163","3313","5078","4241","3142","365","4744","1321","5023","1811","4919","128","754","1436","1323","4242","1462","4243","5742","1322","3046","2270","1164","2271","5301","5743","2912","272","130","3282","3154","273","3155","2181","2180","4857","2182","4181","1889","116","3227","5227"
"1813"," 3.765387e+01","-1.224031e+02","CA","2935","1812","2828","1321","366","364","3313","4240","2337","1163","5023","1811","128","754","2827","4241","5743","4243","1322","5742","1436","4744","365","5078","4242","4919","3142","1323","1462","1164","130","2271","272","5301","273","3154","2270","2912","3155","3046","2181","3282","2180","2182","4181","4857","116","1889","5227","4609"
"1814"," 3.787668e+01","-1.221864e+02","CA","4337","6126","3912","6011","2701","4845","348","5722","2700","3861","5721","3325","1856","6010","1955","2699","3911","2698","5370","2824","2697","1761","3767","4232","2489","3769","2829","4683","4222","5435","1100","2823","2794","4684","6105","3862","3768","4413","5685","6106","1857","4231","1415","1445","2297","1111","5433","4910","2488","1110"
"1815"," 3.993813e+01","-1.209103e+02","CA","2113","1422","5695","5693","5694","2290","5116","1478","5895","3588","2111","5894","1247","2876","1246","1248","3589","4521","4520","2300","4930","4931","123","4145","898","4147","278","2112","5921","4146","2850","2703","2340","2117","4130","2341","4131","3765","146","1771","488","2006","935","489","5696","5930","3186","3185","2313","4686"
"1816"," 4.554187e+01","-1.226951e+02","PGE","3782","2580","4307","2867","4306","1496","5614","4996","3905","2155","5354","79","1472","4360","1890","2563","1074","5053","4637","4995","1471","1810","2742","927","4449","5973","5057","5675","659","24","2544","5961","5974","5055","2047","5048","3355","2159","594","5051","2543","2443","4802","2959","3781","3238","1473","2506","3981","2049"
"1817"," 4.554187e+01","-1.226950e+02","PGE","5054","5674","5436","5053","3025","5668","3981","5376","1494","4564","3105","2159","5354","185","1011","5027","2029","1890","3652","5272","5676","2506","2742","4307","1473","3612","2544","3602","2265","3238","2155","1083","5048","5615","1472","4306","2837","3354","1082","5057","5050","1637","2444","4637","3979","2048","4995","4185","2867","3908"
"1818"," 4.554178e+01","-1.226950e+02","PGE","4996","2544","1473","4307","1472","2741","1494","2046","3316","4637","2191","3025","80","397","1074","5272","1496","2159","5478","5674","24","3979","5676","3355","5974","5047","5479","4571","3603","79","4671","2155","5054","5615","5271","4306","78","5050","5376","2221","2561","4982","4657","5048","5675","4007","2444","547","1236","4792"
"1819"," 4.554172e+01","-1.226951e+02","PGE","5676","1011","3025","3316","1471","5972","3105","2029","3908","4802","4996","5354","813","1236","1890","4571","84","1074","5376","3906","5236","5049","3317","5846","4995","396","3981","2158","2544","5054","5050","2867","2742","1810","4656","1082","2741","3781","2099","2514","5272","376","2543","186","2695","5048","5668","3602","3238","2868"
"1820"," 4.554170e+01","-1.226952e+02","PGE","5674","2562","3603","1074","2049","1810","4564","2159","3104","1637","4996","5974","5376","5057","6013","2836","4428","2543","2158","3981","2519","5479","2192","926","2029","5615","2814","5236","6108","1083","5675","2742","6069","927","5048","4797","5676","4657","430","2221","2444","3237","2161","2155","4307","6070","4297","2544","5005","1471"
"1821"," 3.356789e+01","-1.123060e+02","APS","3628","248","246","3621","3624","3691","2882","2446","5957","3623","3693","2883","3625","3686","3692","247","456","2785","4558","5959","395","3689","2438","1825","394","3687","461","3690","1823","3685","1824","250","2447","2437","4347","3626","3622","249","455","457","3688","2609","4099","3694","1822","1251","2448","2781","4560","2431"
"1822"," 3.356789e+01","-1.123059e+02","APS","246","3691","3627","5959","1825","3624","3621","3692","3686","3623","455","395","3687","2785","3685","3628","248","252","456","2430","4347","461","247","5957","2446","3622","2882","2437","4558","458","2883","249","3626","2436","3688","2782","460","457","394","2440","1823","3690","5958","2438","2447","3694","3689","1821","3003","1824"
"1823"," 3.356780e+01","-1.123060e+02","APS","3625","3689","1602","246","5959","3624","2446","394","3621","4561","2785","250","2438","3623","3692","3628","1825","5957","1824","3694","249","247","248","3690","2609","252","2435","2882","2784","4560","3691","1595","3688","2610","3003","455","2783","4347","2447","3626","2431","2786","456","395","3685","1821","3005","2780","251","2432"
"1824"," 3.356789e+01","-1.123061e+02","APS","3623","5959","2882","2785","3622","3692","394","248","4347","3625","3685","2883","3626","3621","461","456","252","2447","457","2437","5957","2448","1823","3687","3693","3628","3690","250","3689","249","1825","246","395","3624","251","3629","2438","2780","2446","1252","2440","4561","3688","3627","458","3003","3691","247","2435","3694"
"1825"," 3.356798e+01","-1.123060e+02","APS","3691","456","5957","3622","252","3621","2446","3628","3623","461","5959","455","457","246","1822","3624","2882","1251","3625","3629","250","248","2430","3685","3693","459","3627","247","2437","4102","2438","249","394","2883","4098","3687","5958","3692","4347","3688","3626","1823","2439","4100","1252","3694","3690","3686","395","1824"
"1826"," 3.408814e+01","-1.175256e+02","CA","3649","3650","3507","1830","5408","3648","5407","1829","5406","1832","1831","1837","1841","1836","1833","3508","3651","3506","1839","1827","1828","1838","3617","1835","1834","1015","5556","2212","684","2209","2214","2210","2211","2213","4278","4279","4303","4280","4304","1687","1894","1893","5442","3512","918","920","4935","919","922","955"
"1827"," 3.407528e+01","-1.175171e+02","CA","1841","1836","1837","1829","1835","1828","1834","1831","3651","1833","1839","3648","5407","1832","1830","1838","1826","3650","3649","5408","5406","3507","2211","2209","2212","2213","2214","3508","2210","3617","3506","1015","5556","684","1687","5442","3512","919","922","920","4935","955","921","918","4279","4278","4303","4280","4304","1894"
"1828"," 3.408066e+01","-1.175207e+02","CA","1831","1836","1835","1827","1829","1837","1833","3649","3648","1841","3650","1826","1838","1832","3651","1830","1839","1834","2212","5408","5406","5407","2209","2210","2213","2211","2214","3506","3508","3507","3617","1015","1687","5556","684","5442","3512","4935","919","955","922","920","918","921","4279","4278","4303","4280","4304","1894"
"1829"," 3.408829e+01","-1.175257e+02","CA","3648","1831","1827","1836","1826","1833","1841","3649","1835","1838","1828","1837","1832","1839","5407","1834","1830","3650","5408","2212","3651","5406","2211","2209","3507","2214","3508","2213","2210","3617","3506","1015","5556","684","1687","5442","3512","922","955","920","919","4935","918","921","4279","4278","4303","4280","4304","1894"
"1830"," 3.408814e+01","-1.175255e+02","CA","3649","1826","1841","1837","5406","1832","5407","3650","1835","1833","1831","5408","1827","3507","1836","3648","3651","1828","1838","1839","1829","1834","3508","3617","3506","1015","2212","2213","2210","2214","2211","2209","5556","684","1687","5442","4278","4279","4303","4280","4935","955","922","919","3512","920","918","921","4304","1894"
"1831"," 3.408829e+01","-1.175256e+02","CA","1833","1828","1835","1829","1836","5407","1841","1837","1826","1827","3649","1830","3650","1839","5406","1838","5408","2212","1832","3651","3648","1834","2209","3507","2214","3508","2211","2213","2210","3506","3617","1015","5556","684","1687","5442","920","3512","4935","955","922","919","918","921","4279","4278","4303","4280","4304","1894"
"1832"," 3.408820e+01","-1.175257e+02","CA","1841","1830","1826","1836","3649","1839","5408","1837","3650","1829","1835","3507","1827","3648","5407","5406","1833","3651","1828","1838","1831","1834","3508","2212","2209","3506","3617","2214","1015","2211","2210","2213","684","5556","1687","5442","4278","4279","3512","4280","4935","918","4303","919","922","920","921","955","4304","1894"
"1833"," 3.408829e+01","-1.175258e+02","CA","1831","1838","1835","1841","1829","1830","3649","3650","1837","1828","1827","1834","5408","1826","1836","1839","1832","5407","3648","5406","2212","3651","3507","2209","2214","2211","2213","3508","2210","3506","3617","1015","5556","684","1687","5442","3512","920","4935","955","922","919","918","921","4279","4278","4280","4303","4304","1894"
"1834"," 3.408838e+01","-1.175257e+02","CA","3649","1827","1835","1833","1839","1841","3648","3651","3650","5408","5407","1828","1829","3507","1830","1837","1826","1836","5406","1832","1831","1838","3617","3506","3508","2212","2209","2214","1015","2211","2213","2210","5556","684","1687","5442","4279","4278","3512","4303","4280","920","4935","922","919","918","921","955","4304","1894"
"1835"," 3.407873e+01","-1.175167e+02","CA","1833","1837","1841","1831","1827","1830","1836","1828","1829","1834","1832","1839","3649","3651","3650","3648","5407","1826","5408","2211","1838","5406","2212","2210","2209","3507","2214","3508","2213","3617","3506","1015","1687","5556","684","5442","4935","920","3512","922","921","919","918","955","4278","4279","4280","4303","4046","4048"
"1836"," 3.412875e+01","-1.174230e+02","CA","1827","1841","1837","1829","1831","1828","1832","1835","1826","3651","1839","1833","1830","1838","5407","5406","3649","2212","5408","3650","1834","3648","2209","3508","2211","3507","3506","2213","2214","3617","2210","1015","684","5556","1687","5442","3512","4935","920","919","922","955","921","918","4278","4279","4303","4280","4304","1894"
"1837"," 3.407077e+01","-1.175126e+02","CA","3649","1830","1839","1836","1835","1827","1831","1841","3651","1833","1832","1828","1826","1829","3650","5406","5407","5408","3648","1834","1838","2212","3507","3508","2213","2209","2211","3617","2210","3506","2214","1015","684","5556","1687","5442","919","4935","3512","920","922","921","4279","955","918","4278","4280","4303","1894","4304"
"1838"," 3.407873e+01","-1.175168e+02","CA","1833","1829","1827","3650","1831","3649","1841","1828","1826","1839","1832","1836","1830","5407","3648","1835","5408","2212","5406","1837","2214","1834","3651","2209","3507","2211","2213","2210","3617","3508","3506","1015","5556","684","1687","5442","3512","4935","918","920","922","955","919","921","4279","4278","4303","4280","4047","4304"
"1839"," 3.405100e+01","-1.175901e+02","CA","1837","1832","1827","1841","1834","1836","1833","1826","1829","1835","1831","5407","1838","3649","3648","1828","1830","2209","3651","5406","3650","2213","2210","5408","3507","2211","2212","2214","3617","3506","3508","1015","1687","5556","684","5442","3512","919","4935","920","918","922","955","921","4279","4278","4280","4303","4304","4047"
"1840"," 4.723333e+01","-1.211772e+02","PSE","5852","4872","1191","4230","3818","4545","138","5627","4900","5043","1029","581","544","783","98","5923","6110","148","4539","5322","5487","3815","4004","3814","94","1020","95","3102","4898","1051","5633","4547","3089","2667","505","1041","427","545","4850","4041","715","4022","5764","4875","2162","5907","5975","3216","4962","2856"
"1841"," 3.408807e+01","-1.175255e+02","CA","3649","1832","1827","1830","1836","1835","1833","1831","1829","3650","1837","5407","1826","5408","1839","3648","1828","1834","1838","3651","2212","5406","3617","3507","2209","3508","3506","2214","2211","2213","1015","2210","5556","684","1687","5442","3512","920","4935","921","955","922","918","919","4279","4278","4303","4280","4304","1894"
"1842"," 3.334987e+01","-1.124232e+02","APS","3533","3992","801","803","1683","950","1293","953","948","3530","1845","1291","3990","951","4772","170","3532","3528","4001","5783","4774","4630","800","952","809","4003","4000","4629","6085","804","1681","4776","3991","1292","1295","1680","6086","3050","2319","4631","1514","947","1843","1288","177","1782","4628","4002","403","178"
"1843"," 3.334987e+01","-1.124231e+02","APS","4003","4002","3532","1846","947","3990","3048","844","3107","1680","3530","3527","4774","1295","5782","2325","5784","178","5534","3991","6085","1292","1293","4106","5781","1990","1288","5785","3449","3531","5482","1845","4107","1290","4000","5538","3999","3995","800","1786","948","169","1989","1289","6088","654","648","805","1679","1683"
"1844"," 3.334978e+01","-1.124232e+02","APS","4340","2603","3994","5018","2429","3296","4439","1988","175","4679","4311","5943","3426","3329","4025","1976","183","2036","312","1977","5582","3066","4968","2138","2428","3415","2995","3746","3857","4790","4322","3852","3872","4835","336","2650","876","2604","3856","1089","5941","3855","4319","6063","2368","4023","337","669","2197","184"
"1845"," 3.334987e+01","-1.124233e+02","APS","948","1683","4772","1295","4000","3992","950","5783","3532","2319","1679","4774","1783","1846","3050","3527","1682","3991","3531","5534","5784","3530","6085","1786","953","3990","809","5785","3361","2317","4002","3109","1990","844","1782","801","3993","5484","1989","6086","3108","800","803","4001","947","1292","6088","1681","1289","3080"
"1846"," 3.334996e+01","-1.124232e+02","APS","1291","4776","3991","2317","4002","1845","4772","3530","3532","5781","805","3993","1295","178","4003","947","1843","4000","5783","2319","1290","1289","6088","809","5785","1786","1288","1293","3999","5784","169","3995","4631","948","801","5485","4777","5481","5484","3527","4105","3992","1990","2318","3531","1683","4774","807","950","1680"
"1847"," 4.079388e+01","-1.241829e+02","CA","3168","1848","3394","3315","145","2711","2710","3393","767","1542","4838","4840","4839","4584","1213","1214","147","2760","3124","2394","2395","2759","1539","1449","1448","4059","219","220","2525","700","2526","1879","2515","1880","3281","3280","2877","418","5297","2075","796","795","1157","4266","1156","4171","1863","173","467","1874"
"1848"," 4.079388e+01","-1.241830e+02","CA","145","3315","1847","4840","4838","4839","3168","3394","2711","2710","147","4584","3393","2760","2394","2395","1539","2759","767","1542","4059","1213","1214","219","220","3124","2515","1448","1879","1880","1449","3281","3280","2877","5297","2075","795","796","2525","700","2526","4266","1863","418","1157","1698","1699","1156","1700","4171"
"1849"," 4.127164e+01","-1.109732e+02","PACE","4928","5070","2735","536","3665","4075","149","6084","2776","2408","537","5911","1203","3721","884","1850","5912","3715","4576","2750","2734","4929","4052","5824","3717","915","5439","4678","4927","3664","764","4051","2498","3716","916","4076","3473","2497","2775","885","5071","1202","3722","763","2168","3723","3718","4902","3714","2736"
"1850"," 4.127164e+01","-1.109732e+02","PACE","4052","1203","2408","3473","3721","2750","536","1849","3665","2776","5070","763","4075","2498","149","5911","4928","5439","6084","3716","4051","2734","3718","2497","1202","2736","4678","3664","5071","4929","4576","884","2735","2775","764","3715","5912","4927","4076","537","916","915","2168","3717","5824","885","3722","3714","3723","1411"
